111.6
74.9
77.9
76.1
75.1
71.6
71.5
73.7
74.2
75.6
74.8
79.2
85.3
84.6
76.3
75.1
72.3
76.3
73.9
74.2
81.2
97.6
74.9
75.5
75.6
75.1
76.1
74.5
73.5
76.7
72.8
74.4
70.9
70.2
68.2
71.3
71.1
76.8
73.3
70.2
70.8
70.6
70.5
71.1
72.0
70.5
70.5
70.6
76.7
71.1
70.4
70.4
70.0
71.0
69.9
77.1
72.1
72.4
75.4
72.9
